transaction_id,date,timestamp,store_id,customer_id,product_id,category,quantity,unit_price,total_amount,discount_percent,final_amount,payment_method
T018719,2024-08-12,2024-08-12 15:39:06,STORE_08,CUST_0141,P039,Electronics,2,1595.57,3191.14,0.0,3191.14,Mobile Pay
T018720,2024-08-12,2024-08-12 08:03:32,STORE_04,CUST_0599,P030,Groceries,2,13.09,26.18,0.0,26.18,Cash
T018721,2024-08-12,2024-08-12 13:12:25,STORE_07,CUST_0389,P038,Electronics,2,524.61,1049.22,0.0,1049.22,Debit Card
T018722,2024-08-12,2024-08-12 16:01:07,STORE_09,CUST_0465,P013,Groceries,2,18.09,36.18,0.0,36.18,Mobile Pay
T018723,2024-08-12,2024-08-12 19:59:00,STORE_10,CUST_0578,P030,Groceries,6,15.36,92.16,0.0,92.16,Debit Card
T018724,2024-08-12,2024-08-12 08:20:26,STORE_09,CUST_0027,P016,Home & Garden,2,71.97,143.94,0.0,143.94,Debit Card
T018725,2024-08-12,2024-08-12 14:42:37,STORE_10,CUST_0731,P008,Sports,2,75.5,151.0,0.0,151.0,Mobile Pay
T018726,2024-08-12,2024-08-12 16:50:54,STORE_09,CUST_0215,P018,Electronics,9,1507.26,13565.34,0.0,13565.34,Cash
T018727,2024-08-12,2024-08-12 17:56:43,STORE_04,CUST_0043,P034,Clothing,5,44.59,222.95,0.0,222.95,Mobile Pay
T018728,2024-08-12,2024-08-12 21:30:07,STORE_09,CUST_0100,P036,Sports,4,86.38,345.52,0.0,345.52,Cash
T018729,2024-08-12,2024-08-12 20:27:10,STORE_05,CUST_0844,P016,Home & Garden,1,74.49,74.49,0.0,74.49,Debit Card
T018730,2024-08-12,2024-08-12 11:55:06,STORE_08,CUST_0540,P011,Electronics,2,1399.14,2798.28,0.0,2798.28,Mobile Pay
T018731,2024-08-12,2024-08-12 19:21:17,STORE_06,CUST_0334,P007,Sports,7,208.87,1462.09,10.15,1313.73,Mobile Pay
T018732,2024-08-12,2024-08-12 18:55:28,STORE_03,CUST_0802,P007,Sports,10,174.56,1745.6,0.0,1745.6,Debit Card
T018733,2024-08-12,2024-08-12 10:32:45,STORE_02,CUST_0192,P026,Electronics,10,1759.09,17590.9,0.0,17590.9,Credit Card
T018734,2024-08-12,2024-08-12 09:57:33,STORE_03,CUST_0281,P002,Groceries,3,16.35,49.05,0.0,49.05,Mobile Pay
T018735,2024-08-12,2024-08-12 20:45:55,STORE_01,CUST_0206,P013,Groceries,2,17.59,35.18,0.0,35.18,Credit Card
T018736,2024-08-12,2024-08-12 10:24:04,STORE_08,CUST_0288,P028,Home & Garden,3,331.86,995.58,0.0,995.58,Cash
T018737,2024-08-12,2024-08-12 11:35:25,STORE_03,CUST_0687,P022,Sports,1,246.48,246.48,0.0,246.48,Credit Card
T018738,2024-08-12,2024-08-12 18:09:14,STORE_04,CUST_0414,P016,Home & Garden,7,80.62,564.34,0.0,564.34,Debit Card
T018739,2024-08-12,2024-08-12 17:16:55,STORE_05,CUST_0611,P003,Clothing,1,161.07,161.07,9.02,146.54,Cash
T018740,2024-08-12,2024-08-12 17:48:14,STORE_04,CUST_0753,P017,Groceries,2,29.62,59.24,0.0,59.24,Mobile Pay
T018741,2024-08-12,2024-08-12 20:36:40,STORE_07,CUST_0533,P037,Groceries,2,39.31,78.62,0.0,78.62,Debit Card
T018742,2024-08-12,2024-08-12 20:40:15,STORE_08,CUST_0092,P043,Groceries,1,14.51,14.51,0.0,14.51,Cash
T018743,2024-08-12,2024-08-12 19:42:31,STORE_06,CUST_0324,P025,Clothing,3,157.47,472.41,0.0,472.41,Cash
T018744,2024-08-12,2024-08-12 22:02:42,STORE_09,CUST_0426,P048,Sports,6,149.73,898.38,0.0,898.38,Mobile Pay
T018745,2024-08-12,2024-08-12 10:12:15,STORE_07,CUST_0789,P021,Groceries,10,42.4,424.0,0.0,424.0,Debit Card
T018746,2024-08-12,2024-08-12 22:41:06,STORE_06,CUST_0167,P048,Sports,3,154.93,464.79,0.0,464.79,Debit Card
T018747,2024-08-12,2024-08-12 08:54:39,STORE_02,CUST_0781,P049,Sports,2,137.46,274.92,0.0,274.92,Cash
T018748,2024-08-12,2024-08-12 15:54:16,STORE_07,CUST_0025,P037,Groceries,2,40.04,80.08,0.0,80.08,Credit Card
T018749,2024-08-12,2024-08-12 10:41:17,STORE_02,CUST_0382,P002,Groceries,2,17.27,34.54,0.0,34.54,Cash
T018750,2024-08-12,2024-08-12 10:46:28,STORE_06,CUST_0876,P032,Electronics,8,1203.59,9628.72,0.0,9628.72,Cash
T018751,2024-08-12,2024-08-12 15:43:44,STORE_08,CUST_0295,P027,Electronics,2,744.39,1488.78,7.69,1374.22,Mobile Pay
T018752,2024-08-12,2024-08-12 13:48:50,STORE_01,CUST_0169,P049,Sports,10,138.5,1385.0,0.0,1385.0,Mobile Pay
T018753,2024-08-12,2024-08-12 12:29:04,STORE_03,CUST_0766,P015,Groceries,1,9.17,9.17,16.45,7.66,Cash
T018754,2024-08-12,2024-08-12 18:59:57,STORE_08,CUST_0225,P028,Home & Garden,9,306.64,2759.76,0.0,2759.76,Debit Card
T018755,2024-08-12,2024-08-12 14:40:03,STORE_07,CUST_0902,P035,Home & Garden,8,158.18,1265.44,0.0,1265.44,Debit Card
T018756,2024-08-12,2024-08-12 14:01:32,STORE_02,CUST_0634,P040,Home & Garden,3,149.23,447.69,0.0,447.69,Mobile Pay
T018757,2024-08-12,2024-08-12 08:32:21,STORE_09,CUST_0603,P024,Electronics,6,186.31,1117.86,17.89,917.92,Credit Card
T018758,2024-08-12,2024-08-12 12:28:36,STORE_06,CUST_0779,P014,Clothing,2,180.41,360.82,0.0,360.82,Mobile Pay
T018759,2024-08-12,2024-08-12 09:20:18,STORE_01,CUST_0760,P008,Sports,2,73.88,147.76,0.0,147.76,Cash
T018760,2024-08-12,2024-08-12 08:10:07,STORE_06,CUST_0192,P035,Home & Garden,2,141.91,283.82,0.0,283.82,Credit Card
T018761,2024-08-12,2024-08-12 15:43:25,STORE_10,CUST_0917,P035,Home & Garden,3,165.42,496.26,0.0,496.26,Debit Card
T018762,2024-08-12,2024-08-12 11:27:07,STORE_04,CUST_0325,P012,Clothing,2,147.11,294.22,0.0,294.22,Cash
T018763,2024-08-12,2024-08-12 18:05:13,STORE_06,CUST_0110,P043,Groceries,5,13.93,69.65,0.0,69.65,Cash
T018764,2024-08-12,2024-08-12 15:33:53,STORE_09,CUST_0307,P009,Sports,1,146.36,146.36,0.0,146.36,Debit Card
T018765,2024-08-12,2024-08-12 17:10:27,STORE_02,CUST_0839,P039,Electronics,3,1595.7,4787.1,0.0,4787.1,Debit Card
T018766,2024-08-13,2024-08-13 16:19:50,STORE_07,CUST_0525,P038,Electronics,2,550.82,1101.64,0.0,1101.64,Mobile Pay
T018767,2024-08-13,2024-08-13 12:28:43,STORE_06,CUST_0583,P012,Clothing,1,151.83,151.83,0.0,151.83,Debit Card
T018768,2024-08-13,2024-08-13 16:37:14,STORE_03,CUST_0004,P018,Electronics,1,1345.58,1345.58,0.0,1345.58,Cash
T018769,2024-08-13,2024-08-13 10:09:20,STORE_10,CUST_0465,P022,Sports,2,268.9,537.8,0.0,537.8,Mobile Pay
T018770,2024-08-13,2024-08-13 17:55:18,STORE_07,CUST_0916,P022,Sports,3,281.7,845.1,0.0,845.1,Credit Card
T018771,2024-08-13,2024-08-13 15:10:14,STORE_07,CUST_0098,P014,Clothing,1,206.52,206.52,0.0,206.52,Mobile Pay
T018772,2024-08-13,2024-08-13 22:30:13,STORE_02,CUST_0716,P035,Home & Garden,1,171.86,171.86,0.0,171.86,Debit Card
T018773,2024-08-13,2024-08-13 12:28:25,STORE_02,CUST_0249,P029,Groceries,2,12.64,25.28,0.0,25.28,Cash
T018774,2024-08-13,2024-08-13 21:00:20,STORE_04,CUST_0087,P034,Clothing,3,46.85,140.55,10.12,126.33,Cash
T018775,2024-08-13,2024-08-13 12:38:30,STORE_01,CUST_0586,P029,Groceries,2,13.42,26.84,0.0,26.84,Cash
T018776,2024-08-13,2024-08-13 17:01:23,STORE_10,CUST_0996,P010,Home & Garden,1,310.74,310.74,0.0,310.74,Debit Card
T018777,2024-08-13,2024-08-13 12:37:08,STORE_03,CUST_0528,P013,Groceries,1,17.43,17.43,0.0,17.43,Mobile Pay
T018778,2024-08-13,2024-08-13 17:29:31,STORE_02,CUST_0292,P024,Electronics,1,174.51,174.51,0.0,174.51,Mobile Pay
T018779,2024-08-13,2024-08-13 08:02:15,STORE_05,CUST_0797,P034,Clothing,2,52.28,104.56,14.53,89.37,Credit Card
T018780,2024-08-13,2024-08-13 12:43:01,STORE_08,CUST_0591,P048,Sports,2,131.72,263.44,0.0,263.44,Debit Card
T018781,2024-08-13,2024-08-13 10:07:34,STORE_02,CUST_0724,P011,Electronics,1,1586.48,1586.48,0.0,1586.48,Cash
T018782,2024-08-13,2024-08-13 11:19:00,STORE_05,CUST_0403,P016,Home & Garden,1,72.12,72.12,9.48,65.28,Cash
T018783,2024-08-13,2024-08-13 12:20:19,STORE_10,CUST_0917,P031,Groceries,2,37.56,75.12,0.0,75.12,Mobile Pay
T018784,2024-08-13,2024-08-13 16:57:34,STORE_01,CUST_0461,P021,Groceries,4,41.36,165.44,0.0,165.44,Credit Card
T018785,2024-08-13,2024-08-13 11:55:25,STORE_10,CUST_0367,P036,Sports,7,89.15,624.05,0.0,624.05,Mobile Pay
T018786,2024-08-13,2024-08-13 09:29:33,STORE_05,CUST_0223,P007,Sports,3,194.77,584.31,0.0,584.31,Cash
T018787,2024-08-13,2024-08-13 13:04:47,STORE_09,CUST_0720,P029,Groceries,4,11.97,47.88,0.0,47.88,Cash
T018788,2024-08-13,2024-08-13 20:23:51,STORE_03,CUST_0606,P001,Electronics,3,145.23,435.69,0.0,435.69,Cash
T018789,2024-08-13,2024-08-13 17:06:37,STORE_10,CUST_0462,P035,Home & Garden,2,147.65,295.3,0.0,295.3,Debit Card
T018790,2024-08-13,2024-08-13 17:02:40,STORE_03,CUST_0720,P035,Home & Garden,6,157.94,947.64,0.0,947.64,Cash
T018791,2024-08-13,2024-08-13 10:00:34,STORE_04,CUST_0926,P030,Groceries,1,14.26,14.26,0.0,14.26,Mobile Pay
T018792,2024-08-13,2024-08-13 16:47:53,STORE_07,CUST_0156,P048,Sports,8,150.03,1200.24,0.0,1200.24,Mobile Pay
T018793,2024-08-13,2024-08-13 16:22:19,STORE_09,CUST_0550,P003,Clothing,3,153.6,460.8,0.0,460.8,Mobile Pay
T018794,2024-08-13,2024-08-13 15:19:45,STORE_07,CUST_0635,P018,Electronics,1,1557.55,1557.55,16.37,1302.59,Mobile Pay
T018795,2024-08-13,2024-08-13 08:45:55,STORE_07,CUST_0385,P017,Groceries,1,32.25,32.25,0.0,32.25,Cash
T018796,2024-08-13,2024-08-13 08:45:33,STORE_09,CUST_0541,P045,Home & Garden,2,94.58,189.16,12.35,165.79,Cash
T018797,2024-08-13,2024-08-13 10:10:38,STORE_10,CUST_0288,P003,Clothing,1,138.33,138.33,5.77,130.34,Cash
T018798,2024-08-13,2024-08-13 12:26:52,STORE_05,CUST_0533,P039,Electronics,8,1714.08,13712.64,0.0,13712.64,Credit Card
T018799,2024-08-13,2024-08-13 08:25:47,STORE_01,CUST_0866,P050,Clothing,3,187.12,561.36,0.0,561.36,Debit Card
T018800,2024-08-13,2024-08-13 17:10:24,STORE_08,CUST_0444,P009,Sports,2,128.84,257.68,0.0,257.68,Cash
T018801,2024-08-13,2024-08-13 13:44:32,STORE_01,CUST_0239,P017,Groceries,1,31.05,31.05,0.0,31.05,Mobile Pay
T018802,2024-08-13,2024-08-13 16:52:27,STORE_03,CUST_0146,P040,Home & Garden,7,163.85,1146.95,0.0,1146.95,Debit Card
T018803,2024-08-13,2024-08-13 18:15:26,STORE_04,CUST_0039,P007,Sports,3,171.7,515.1,0.0,515.1,Credit Card
T018804,2024-08-13,2024-08-13 22:12:10,STORE_02,CUST_0958,P043,Groceries,3,14.67,44.01,0.0,44.01,Credit Card
T018805,2024-08-13,2024-08-13 13:41:56,STORE_09,CUST_0096,P028,Home & Garden,1,323.91,323.91,0.0,323.91,Cash
T018806,2024-08-13,2024-08-13 17:28:03,STORE_06,CUST_0689,P027,Electronics,2,842.64,1685.28,0.0,1685.28,Debit Card
T018807,2024-08-13,2024-08-13 22:45:38,STORE_10,CUST_0241,P026,Electronics,1,1820.0,1820.0,0.0,1820.0,Mobile Pay
T018808,2024-08-13,2024-08-13 15:58:21,STORE_10,CUST_0060,P025,Clothing,8,155.13,1241.04,0.0,1241.04,Credit Card
T018809,2024-08-13,2024-08-13 18:10:28,STORE_04,CUST_0087,P022,Sports,6,256.57,1539.42,0.0,1539.42,Mobile Pay
T018810,2024-08-13,2024-08-13 14:23:48,STORE_06,CUST_0771,P040,Home & Garden,2,146.3,292.6,0.0,292.6,Credit Card
T018811,2024-08-13,2024-08-13 18:55:03,STORE_10,CUST_0484,P003,Clothing,3,165.42,496.26,0.0,496.26,Debit Card
T018812,2024-08-13,2024-08-13 21:30:42,STORE_08,CUST_0828,P036,Sports,3,91.4,274.2,14.79,233.65,Cash
T018813,2024-08-13,2024-08-13 21:16:53,STORE_09,CUST_0785,P037,Groceries,2,45.1,90.2,0.0,90.2,Debit Card
T018814,2024-08-13,2024-08-13 21:07:59,STORE_04,CUST_0271,P014,Clothing,1,176.53,176.53,0.0,176.53,Cash
T018815,2024-08-13,2024-08-13 10:53:50,STORE_01,CUST_0364,P006,Electronics,1,524.23,524.23,0.0,524.23,Debit Card
T018816,2024-08-13,2024-08-13 19:29:59,STORE_09,CUST_0857,P028,Home & Garden,3,322.64,967.92,0.0,967.92,Credit Card
T018817,2024-08-13,2024-08-13 12:32:45,STORE_03,CUST_0906,P037,Groceries,1,46.1,46.1,0.0,46.1,Mobile Pay
T018818,2024-08-13,2024-08-13 10:10:48,STORE_06,CUST_0373,P011,Electronics,2,1420.43,2840.86,0.0,2840.86,Debit Card
T018819,2024-08-13,2024-08-13 15:29:08,STORE_06,CUST_0779,P040,Home & Garden,1,144.89,144.89,0.0,144.89,Mobile Pay
T018820,2024-08-13,2024-08-13 08:53:47,STORE_06,CUST_0517,P001,Electronics,6,157.84,947.04,0.0,947.04,Debit Card
T018821,2024-08-13,2024-08-13 09:16:02,STORE_03,CUST_0911,P037,Groceries,1,39.68,39.68,0.0,39.68,Cash
T018822,2024-08-13,2024-08-13 11:11:17,STORE_09,CUST_0849,P033,Clothing,2,108.82,217.64,0.0,217.64,Mobile Pay
T018823,2024-08-13,2024-08-13 18:04:46,STORE_05,CUST_0177,P043,Groceries,3,13.13,39.39,0.0,39.39,Mobile Pay
T018824,2024-08-13,2024-08-13 17:12:28,STORE_04,CUST_0705,P031,Groceries,5,40.04,200.2,0.0,200.2,Cash
T018825,2024-08-13,2024-08-13 11:31:27,STORE_07,CUST_0669,P014,Clothing,3,175.18,525.54,0.0,525.54,Debit Card
T018826,2024-08-13,2024-08-13 22:30:26,STORE_01,CUST_0102,P011,Electronics,3,1489.74,4469.22,0.0,4469.22,Credit Card
T018827,2024-08-13,2024-08-13 10:02:22,STORE_10,CUST_0115,P021,Groceries,2,41.84,83.68,0.0,83.68,Cash
T018828,2024-08-13,2024-08-13 18:31:35,STORE_06,CUST_0931,P050,Clothing,4,217.07,868.28,0.0,868.28,Mobile Pay
T018829,2024-08-13,2024-08-13 09:22:58,STORE_02,CUST_0087,P011,Electronics,3,1511.83,4535.49,6.8,4227.11,Credit Card
T018830,2024-08-13,2024-08-13 20:10:55,STORE_02,CUST_0728,P021,Groceries,2,42.53,85.06,0.0,85.06,Credit Card
T018831,2024-08-13,2024-08-13 21:14:59,STORE_03,CUST_0877,P043,Groceries,1,15.04,15.04,0.0,15.04,Credit Card
T018832,2024-08-13,2024-08-13 13:51:35,STORE_02,CUST_0449,P031,Groceries,1,33.46,33.46,0.0,33.46,Cash
T018833,2024-08-13,2024-08-13 14:23:54,STORE_06,CUST_0942,P041,Clothing,2,197.97,395.94,0.0,395.94,Credit Card
T018834,2024-08-13,2024-08-13 09:02:16,STORE_03,CUST_0213,P027,Electronics,2,845.56,1691.12,0.0,1691.12,Debit Card
T018835,2024-08-13,2024-08-13 10:55:32,STORE_02,CUST_0479,P015,Groceries,2,10.15,20.3,0.0,20.3,Mobile Pay
T018836,2024-08-13,2024-08-13 17:53:09,STORE_01,CUST_0139,P001,Electronics,3,138.78,416.34,0.0,416.34,Mobile Pay
T018837,2024-08-13,2024-08-13 21:39:27,STORE_03,CUST_0008,P037,Groceries,1,40.32,40.32,0.0,40.32,Mobile Pay
T018838,2024-08-13,2024-08-13 08:52:00,STORE_09,CUST_0425,P001,Electronics,3,161.76,485.28,17.84,398.71,Credit Card
T018839,2024-08-13,2024-08-13 21:16:05,STORE_05,CUST_0212,P027,Electronics,8,828.08,6624.64,14.55,5660.76,Cash
T018840,2024-08-13,2024-08-13 13:49:34,STORE_08,CUST_0972,P013,Groceries,2,17.62,35.24,0.0,35.24,Mobile Pay
T018841,2024-08-13,2024-08-13 10:29:41,STORE_04,CUST_0208,P031,Groceries,1,36.51,36.51,0.0,36.51,Debit Card
T018842,2024-08-13,2024-08-13 15:23:56,STORE_09,CUST_0147,P008,Sports,1,85.26,85.26,0.0,85.26,Cash
T018843,2024-08-13,2024-08-13 08:23:28,STORE_02,CUST_0409,P015,Groceries,3,9.14,27.42,0.0,27.42,Cash
T018844,2024-08-13,2024-08-13 09:49:34,STORE_03,CUST_0547,P014,Clothing,2,185.17,370.34,9.65,334.61,Mobile Pay
T018845,2024-08-13,2024-08-13 14:36:27,STORE_08,CUST_0584,P034,Clothing,3,52.92,158.76,0.0,158.76,Credit Card
T018846,2024-08-13,2024-08-13 15:36:13,STORE_06,CUST_0469,P037,Groceries,9,39.07,351.63,0.0,351.63,Mobile Pay
T018847,2024-08-13,2024-08-13 21:35:30,STORE_07,CUST_0715,P035,Home & Garden,2,152.71,305.42,0.0,305.42,Cash
T018848,2024-08-13,2024-08-13 09:23:46,STORE_05,CUST_0603,P041,Clothing,3,189.91,569.73,0.0,569.73,Debit Card
T018849,2024-08-13,2024-08-13 09:23:58,STORE_05,CUST_0517,P007,Sports,3,201.55,604.65,0.0,604.65,Credit Card
T018850,2024-08-13,2024-08-13 21:16:11,STORE_08,CUST_0604,P018,Electronics,2,1564.26,3128.52,0.0,3128.52,Credit Card
T018851,2024-08-13,2024-08-13 14:31:02,STORE_07,CUST_0231,P046,Clothing,3,62.17,186.51,0.0,186.51,Mobile Pay
T018852,2024-08-13,2024-08-13 15:24:54,STORE_09,CUST_0409,P047,Sports,8,161.25,1290.0,0.0,1290.0,Mobile Pay
T018853,2024-08-13,2024-08-13 13:58:35,STORE_03,CUST_0835,P028,Home & Garden,4,318.52,1274.08,0.0,1274.08,Cash
T018854,2024-08-13,2024-08-13 11:55:37,STORE_03,CUST_0581,P004,Sports,3,45.51,136.53,0.0,136.53,Debit Card
T018855,2024-08-13,2024-08-13 14:57:24,STORE_05,CUST_0614,P048,Sports,3,137.55,412.65,0.0,412.65,Credit Card
T018856,2024-08-13,2024-08-13 18:42:52,STORE_05,CUST_0124,P041,Clothing,3,172.65,517.95,0.0,517.95,Mobile Pay
T018857,2024-08-13,2024-08-13 20:44:40,STORE_06,CUST_0335,P048,Sports,1,148.73,148.73,0.0,148.73,Debit Card
T018858,2024-08-13,2024-08-13 19:31:32,STORE_03,CUST_0506,P001,Electronics,4,158.38,633.52,0.0,633.52,Mobile Pay
T018859,2024-08-13,2024-08-13 13:40:57,STORE_03,CUST_0719,P021,Groceries,2,45.24,90.48,0.0,90.48,Debit Card
T018860,2024-08-14,2024-08-14 11:38:37,STORE_09,CUST_0364,P018,Electronics,1,1615.86,1615.86,0.0,1615.86,Mobile Pay
T018861,2024-08-14,2024-08-14 21:10:02,STORE_01,CUST_0146,P009,Sports,5,135.88,679.4,0.0,679.4,Debit Card
T018862,2024-08-14,2024-08-14 15:07:40,STORE_01,CUST_0146,P011,Electronics,7,1609.83,11268.81,0.0,11268.81,Mobile Pay
T018863,2024-08-14,2024-08-14 13:47:05,STORE_03,CUST_0809,P044,Home & Garden,3,221.23,663.69,0.0,663.69,Cash
T018864,2024-08-14,2024-08-14 16:52:18,STORE_08,CUST_0436,P026,Electronics,10,1702.45,17024.5,0.0,17024.5,Mobile Pay
T018865,2024-08-14,2024-08-14 22:41:45,STORE_03,CUST_0681,P039,Electronics,1,1783.07,1783.07,0.0,1783.07,Credit Card
T018866,2024-08-14,2024-08-14 18:18:52,STORE_02,CUST_0520,P011,Electronics,1,1602.91,1602.91,0.0,1602.91,Cash
T018867,2024-08-14,2024-08-14 18:54:30,STORE_10,CUST_0594,P046,Clothing,2,59.07,118.14,0.0,118.14,Debit Card
T018868,2024-08-14,2024-08-14 13:30:29,STORE_10,CUST_0580,P013,Groceries,9,18.7,168.3,0.0,168.3,Debit Card
T018869,2024-08-14,2024-08-14 13:17:16,STORE_02,CUST_0212,P037,Groceries,3,44.99,134.97,0.0,134.97,Credit Card
T018870,2024-08-14,2024-08-14 09:11:03,STORE_05,CUST_0873,P037,Groceries,3,46.27,138.81,0.0,138.81,Debit Card
T018871,2024-08-14,2024-08-14 22:11:31,STORE_10,CUST_0560,P043,Groceries,1,13.68,13.68,0.0,13.68,Cash
T018872,2024-08-14,2024-08-14 10:29:08,STORE_04,CUST_0240,P027,Electronics,3,793.44,2380.32,0.0,2380.32,Debit Card
T018873,2024-08-14,2024-08-14 10:40:39,STORE_05,CUST_0759,P034,Clothing,3,52.21,156.63,0.0,156.63,Debit Card
T018874,2024-08-14,2024-08-14 19:21:50,STORE_04,CUST_0022,P021,Groceries,1,46.47,46.47,0.0,46.47,Debit Card
T018875,2024-08-14,2024-08-14 18:35:06,STORE_05,CUST_0647,P024,Electronics,7,187.75,1314.25,0.0,1314.25,Mobile Pay
T018876,2024-08-14,2024-08-14 09:55:39,STORE_05,CUST_0067,P013,Groceries,5,18.58,92.9,0.0,92.9,Cash
T018877,2024-08-14,2024-08-14 15:46:16,STORE_06,CUST_0616,P037,Groceries,3,44.97,134.91,0.0,134.91,Debit Card
T018878,2024-08-14,2024-08-14 12:01:48,STORE_01,CUST_0745,P041,Clothing,3,201.72,605.16,0.0,605.16,Cash
T018879,2024-08-14,2024-08-14 14:03:04,STORE_01,CUST_0848,P029,Groceries,3,12.66,37.98,0.0,37.98,Credit Card
T018880,2024-08-14,2024-08-14 17:35:34,STORE_07,CUST_0927,P045,Home & Garden,2,91.42,182.84,0.0,182.84,Debit Card
T018881,2024-08-14,2024-08-14 21:56:57,STORE_01,CUST_0990,P037,Groceries,3,39.76,119.28,0.0,119.28,Cash
T018882,2024-08-14,2024-08-14 22:04:41,STORE_07,CUST_0119,P030,Groceries,1,15.66,15.66,0.0,15.66,Cash
T018883,2024-08-14,2024-08-14 16:04:25,STORE_03,CUST_0284,P013,Groceries,1,166.3750347510668,166.3750347510668,7.8,153.3977820404836,Cash
T018884,2024-08-14,2024-08-14 18:57:34,STORE_03,CUST_0085,P049,Sports,5,129.97,649.85,0.0,649.85,Credit Card
T018885,2024-08-14,2024-08-14 15:35:05,STORE_02,CUST_0254,P047,Sports,3,158.44,475.32,0.0,475.32,Credit Card
T018886,2024-08-14,2024-08-14 22:45:14,STORE_04,CUST_0645,P017,Groceries,10,31.62,316.2,18.64,257.27,Cash
T018887,2024-08-14,2024-08-14 09:35:48,STORE_02,CUST_0632,P003,Clothing,2,159.15,318.3,18.32,260.0,Mobile Pay
T018888,2024-08-14,2024-08-14 15:40:30,STORE_07,CUST_0706,P041,Clothing,2,183.45,366.9,0.0,366.9,Debit Card
T018889,2024-08-14,2024-08-14 19:39:44,STORE_04,CUST_0972,P013,Groceries,3,18.72,56.16,18.12,45.98,Mobile Pay
T018890,2024-08-14,2024-08-14 21:53:01,STORE_09,CUST_0789,P046,Clothing,1,65.79,65.79,0.0,65.79,Mobile Pay
T018891,2024-08-14,2024-08-14 12:02:30,STORE_08,CUST_0015,P042,Sports,5,267.71,1338.55,0.0,1338.55,Debit Card
T018892,2024-08-14,2024-08-14 20:15:53,STORE_09,CUST_0962,P003,Clothing,3,140.2,420.6,0.0,420.6,Debit Card
T018893,2024-08-14,2024-08-14 19:32:08,STORE_01,CUST_0062,P041,Clothing,1,199.53,199.53,0.0,199.53,Debit Card
T018894,2024-08-14,2024-08-14 11:31:54,STORE_07,CUST_0550,P047,Sports,8,169.42,1355.36,0.0,1355.36,Cash
T018895,2024-08-14,2024-08-14 19:20:06,STORE_07,CUST_0002,P050,Clothing,7,198.18,1387.26,0.0,1387.26,Credit Card
T018896,2024-08-14,2024-08-14 13:13:18,STORE_01,CUST_0470,P036,Sports,3,90.37,271.11,0.0,271.11,Debit Card
T018897,2024-08-14,2024-08-14 16:14:27,STORE_07,CUST_0368,P044,Home & Garden,3,202.25,606.75,0.0,606.75,Debit Card
T018898,2024-08-14,2024-08-14 08:55:50,STORE_04,CUST_0293,P011,Electronics,3,1554.27,4662.81,0.0,4662.81,Debit Card
T018899,2024-08-14,2024-08-14 11:34:54,STORE_05,CUST_0863,P039,Electronics,1,1703.69,1703.69,0.0,1703.69,Credit Card
T018900,2024-08-14,2024-08-14 10:12:11,STORE_02,CUST_0652,P027,Electronics,1,821.16,821.16,0.0,821.16,Cash
T018901,2024-08-14,2024-08-14 13:56:48,STORE_02,CUST_0807,P030,Groceries,1,15.49,15.49,0.0,15.49,Mobile Pay
T018902,2024-08-14,2024-08-14 14:53:27,STORE_02,CUST_0832,P014,Clothing,4,190.71,762.84,16.93,633.72,Credit Card
T018903,2024-08-14,2024-08-14 19:29:28,STORE_03,CUST_0263,P030,Groceries,3,13.32,39.96,0.0,39.96,Mobile Pay
T018904,2024-08-14,2024-08-14 08:32:14,STORE_07,CUST_0123,P037,Groceries,3,39.52,118.56,0.0,118.56,Cash
T018905,2024-08-14,2024-08-14 20:42:19,STORE_02,CUST_0937,P002,Groceries,3,16.64,49.92,0.0,49.92,Mobile Pay
T018906,2024-08-14,2024-08-14 20:18:51,STORE_01,CUST_0357,P006,Electronics,3,464.31,1392.93,0.0,1392.93,Mobile Pay
T018907,2024-08-14,2024-08-14 14:34:08,STORE_06,CUST_0562,P023,Groceries,3,33.94,101.82,17.88,83.61,Cash
T018908,2024-08-14,2024-08-14 22:57:41,STORE_08,CUST_0110,P006,Electronics,8,546.3,4370.4,0.0,4370.4,Credit Card
T018909,2024-08-14,2024-08-14 14:02:23,STORE_03,CUST_0918,P039,Electronics,2,1634.74,3269.48,16.85,2718.43,Debit Card
T018910,2024-08-14,2024-08-14 22:58:33,STORE_02,CUST_0010,P019,Sports,1,57.92,57.92,16.76,48.21,Mobile Pay
T018911,2024-08-14,2024-08-14 12:24:18,STORE_08,CUST_0730,P037,Groceries,2,41.45,82.9,0.0,82.9,Cash
T018912,2024-08-14,2024-08-14 08:49:57,STORE_07,CUST_0795,P044,Home & Garden,1,209.07,209.07,0.0,209.07,Mobile Pay
T018913,2024-08-14,2024-08-14 09:50:35,STORE_06,CUST_0503,P020,Home & Garden,8,70.46,563.68,0.0,563.68,Debit Card
T018914,2024-08-14,2024-08-14 20:15:06,STORE_03,CUST_0456,P036,Sports,2,77.33,154.66,10.95,137.72,Debit Card
T018915,2024-08-14,2024-08-14 20:56:48,STORE_10,CUST_0618,P050,Clothing,10,184.52,1845.2,0.0,1845.2,Cash
T018916,2024-08-14,2024-08-14 11:38:04,STORE_03,CUST_0077,P019,Sports,1,64.23,64.23,0.0,64.23,Cash
T018917,2024-08-14,2024-08-14 10:28:44,STORE_07,CUST_0907,P040,Home & Garden,4,171.13,684.52,0.0,684.52,Cash
